title,price,area,location,property_type,publisher,details,main_image,carousel_images
Bodega en  Arriendo,"$ 8,000,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,INMOBILIARIA PREMIUM,4 Baños320 m²,https://cdn2.infocasas.com.uy/repo/img/66dbc2c353287_infocdn__aa4126af-0ff8-4ac3-ba26-40fca6ca1131,[]
Oficina en arriendo,"$ 4,000,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Inmobiliaria Nuevo Futuro SAS,1 Ambiente 1 Baño64 m²,https://s3.amazonaws.com/imagenesprof.fincaraiz.com.co/OVFR_COL/2022/12/2/4011705_653_18.jpg,[]
Bodega en  Arriendo,"$ 120,000,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,INMOBILIARIA PREMIUM,2 Baños6692 m²,https://cdn2.infocasas.com.uy/repo/img/6705a345cae31_infocdn__3732e71e-747b-4cd4-a0f2-4aadb195804a,[]
Oficina en arriendo,"$ 575,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Regus Colombia Ltda,1 Ambiente 1 Baño10 m²,https://s3.amazonaws.com/imagenesprof.fincaraiz.com.co/OVFR_COL/2023/1/6/4050248_604_0.jpg,[]
Lote en  Arriendo,"$ 12,000,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Inmobiliare - Julio Corredor desde 1960,500 m²,https://cdn2.infocasas.com.uy/repo/img/67092f7fd3e6f_infocdn__cbb9124c-602d-4a5c-acef-47e72e2c962f,[]
Bodega en  Arriendo,"$ 53,000,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,INMOBILIARIA PREMIUM,4 Baños2353 m²,https://cdn2.infocasas.com.uy/repo/img/66dbc3a8bbf40_infocdn__9af38262-ca08-4410-8aa4-2eec48ec7e5d,[]
Oficina en arriendo,"$ 80,000,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,SC FINCA RAÍZ,1 Ambiente 993 m²,https://d3s5pkt10pk3ga.cloudfront.net/resizedImages/original/site/fincaraiz_service/media/listing/07ee4e1b-8c24-4bf0-871f-c214a98001bd/photos/07ee4e1b-8c24-4bf0-871f-c214a98001bd_4_False_c4832e3a-d848-4e45-a6d0-edc37667e06d.jpeg,[]
Oficina en  Arriendo,"$ 3,200,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,MANUEL CAMILO MAHECHA ECHEVERRY,2 Ambientes 1 Baño60 m²,https://cdn2.infocasas.com.uy/repo/img/66f33405a69dd_infocdn__fdrh1v6jf24zzg6afa1cslyfcdlrhbpwvxuoae30jpg.jpg,[]
Bodega en  Arriendo,"$ 28,000,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,INMOBILIARIA PREMIUM,3 Baños1100 m²,https://cdn2.infocasas.com.uy/repo/img/67059c66223c8_infocdn__a14f0a7e-d9d1-486b-971d-6ca6baddb54c,[]
Local en  Arriendo,"$ 15,500,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,INMOBILIARIA PREMIUM,400 m²,https://cdn2.infocasas.com.uy/repo/img/66dbc1a5c0d10_infocdn__4a2041c3-d15e-4e58-aa9f-fdab32b20dd1,[]
Oficina en arriendo,"$ 1,586,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Regus Colombia Ltda,1 Ambiente 1 Baño15 m²,https://s3.amazonaws.com/imagenesprof.fincaraiz.com.co/OVFR_COL/2023/1/6/4050270_134_1.jpg,[]
Oficina en  Arriendo,"$ 6,000,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Inveraiz,120 m²,https://cdn2.infocasas.com.uy/repo/img/66f486c3a84d3_infocdn__gr16136220240910090606jpeg.jpeg,[]
Bodega en  Arriendo,"$ 32,000,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Inmobiliaria Babel,909 m²,https://cdn2.infocasas.com.uy/repo/img/66f1d865eff4a_infocdn__e649a76b-fae8-48d9-80a9-c29853174fa6,[]
Oficina en  Arriendo,"$ 23,100,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,INTERNATIONAL BROKERS COLOMBIA SAS,1 Ambiente 2 Baños330 m²,https://cdn2.infocasas.com.uy/repo/img/66f1f1425fd77_infocdn__vogdnryul3gckyjkqgt4gxnnwxaoo8ffygh9i8l0jpg.jpg,[]
Oficina en  Arriendo,"$ 2,700,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Regus Colombia Ltda,1 Ambiente 1 Baño60 m²,https://cdn2.infocasas.com.uy/repo/img/66ed84f269bf5_infocdn__r8nmyyzwuqhmmkp1irxau9nzxucguhrqwjctrgjfjpg.jpg,[]
Bodega en  Arriendo,"$ 135,750,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,INMOBILIARIA PREMIUM,1 Baño5430 m²,https://cdn2.infocasas.com.uy/repo/img/66dbc150a09ac_infocdn__a21af864-8e31-431d-b082-8711c23cf5a8,[]
Oficina en  Arriendo,"$ 4,500,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Regus Colombia Ltda,75 m²,https://cdn2.infocasas.com.uy/repo/img/66f13ee7d00bd_infocdn__4yg4gkouqwc77ukte1pc4mcjntkoybse9evmndipjpg.jpg,[]
Local en  Arriendo,"$ 1,200,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,ARRIENDA CON LUCHO,2 Ambientes 2 Baños50 m²,https://cdn2.infocasas.com.uy/repo/img/670199a83f544_infocdn__hqxxymqikxplkbhteesrap4a27ghzr3nkkozinixjpg.jpg,[]
Oficina en  Arriendo,"$ 12,000,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Cristian Herrera Agente Inmobiliario,1 Ambiente 2 Baños150 m²,https://cdn2.infocasas.com.uy/repo/img/6706c7135d5cb_infocdn__fnddduacaqs9czzlyrbmgdn6jqv9stcnv6emlfchjpg.jpg,[]
Oficina en arriendo,"$ 6,120,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,DIAGONAL 2 S.A.S,2 Baños170 m²,https://cdn2.infocasas.com.uy/repo/img/66d3cf55dafd8_infocdn__1unit&id=338-2024-07-22t22-03-49734628243jpg.JPG,[]
Local en arriendo,"$ 2,500,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,INGEPROYCO S.A.S,1 Ambiente 2 Baños118.5 m²,https://s3.amazonaws.com/imagenesprof.fincaraiz.com.co/OVFR_COL/2020/11/26/1216779_766_14.jpg,[]
Oficina en  Arriendo,"$ 1,400,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Coninsa Ramón H. S.A.,1 Ambiente 1 Baño38 m²,https://cdn2.infocasas.com.uy/repo/img/670331757942f_infocdn__8005f340-e2f7-453c-ab6a-afe6cd1c02d8,[]
Oficina en  Arriendo,"$ 30,000,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Cristian Herrera Agente Inmobiliario,1 Ambiente 6 Baños400 m²,https://cdn2.infocasas.com.uy/repo/img/66f2d91cc2719_infocdn__5kajsivufepu8in0cfk7h6xg0uqkemaljb5otuzdjpg.jpg,[]
Bodega en  Arriendo,"$ 16,000,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,House Soluciones Inmobiliarias,2 Baños610 m²,https://cdn2.infocasas.com.uy/repo/img/66ec5b587c88a_infocdn__gr17874720240910042532jpeg.jpeg,[]
Oficina en  Arriendo,"$ 30,000,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Inmobiliaria Peña Marin SAS,5 Ambientes 3 Baños410 m²,https://cdn2.infocasas.com.uy/repo/img/66f5696dc5a56_infocdn__gv4ihmqi5xuma08lpsc81q2m5l9rdupbqztmugrujpg.jpg,[]
Local en arriendo,"$ 2,330,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Inmobiliaria Díaz Ltda.,1 Ambiente 1 Baño48 m²,https://d3s5pkt10pk3ga.cloudfront.net/resizedImages/original/site/fincaraiz_service/media/listing/a02dad0a-2ab6-479b-b1d7-3f118e1c8b8f/photos/a02dad0a-2ab6-479b-b1d7-3f118e1c8b8f_1_True_f8350392-62ab-43ce-a662-660ddeab9a73.jpg,[]
Casa en arriendo,"$ 4,000,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Century 21 Habitat,5 Ambientes 3 Baños227 m²,https://cdn2.infocasas.com.uy/repo/img/66f1c397de6d7_infocdn__66b02bcaf341fjpg.jpg,[]
Oficina en  Arriendo,"$ 54,492,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,DIAGONAL 2 S.A.S,2 Baños717 m²,https://cdn2.infocasas.com.uy/repo/img/66d22c9c3982c_infocdn__1unit&id=200-2024-07-09t20-36-21450648190jpg.JPG,[]
Local en  Arriendo,"$ 7,500,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Acevedo & Cia S.A.S  - Asesores Inmobiliarios,1 Baño184 m²,https://cdn2.infocasas.com.uy/repo/img/66c7c44416f33_infocdn__ee0f94ec-3e8e-4aa7-9438-1d943a95d46fjpeg,[]
Oficina en  Arriendo,"$ 2,900,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Mi Fincaraíz,7 Baños83 m²,https://cdn2.infocasas.com.uy/repo/img/66f1d4dbac5fa_infocdn__a36c9253-e7fd-4414-be91-5e0d18358245,[]
Local en  Arriendo,"$ 1,900,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Grupo Handel S.A.S,1 Baño34 m²,https://cdn2.infocasas.com.uy/repo/img/66dbd23667f83_infocdn__261f356b-7900-4507-bc5e-8b026f719dc8,[]
Oficina en  Arriendo,"$ 119,500,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,DIAGONAL 2 S.A.S,5 Baños1292 m²,https://cdn2.infocasas.com.uy/repo/img/66e3090108a8a_infocdn__1unit&id=11-2024-03-27t21-31-12772940247jpg.JPG,[]
Local en arriendo,"$ 1,400,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,INGEPROYCO S.A.S,1 Ambiente 1 Baño17 m²,https://d3s5pkt10pk3ga.cloudfront.net/resizedImages/original/site/fincaraiz_service/media/listing/2f2f9e57-c8a1-4250-b09d-ba8f7db17980/photos/2f2f9e57-c8a1-4250-b09d-ba8f7db17980_4_False_eae7ec16-42c7-40eb-ba36-f8d4031091ce.jpeg,[]
Oficina en  Arriendo,"$ 5,800,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Century 21 Habitat,2 Baños163 m²,https://cdn2.infocasas.com.uy/repo/img/670a5e934005f_infocdn__66d7a20b61333jpg.jpg,[]
Local en  Arriendo,"$ 38,000,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Inmobiliaria FM21,370 m²,https://cdn2.infocasas.com.uy/repo/img/66dfaf1a08a9a_infocdn__2ytwrp4sjugnxdookiy8qzwod00j0zddjudsb1skjpg.jpg,[]
Oficina en arriendo,"$ 5,400,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,GO HOME,1 Ambiente 3 Baños165 m²,https://d3s5pkt10pk3ga.cloudfront.net/resizedImages/original/site/fincaraiz_service/media/listing/4174ba8c-4b74-4f29-96de-50a97a46affb/photos/4174ba8c-4b74-4f29-96de-50a97a46affb_1_True_88cffe8f-63b3-4bd5-935a-25a48996818b.jpg,[]
Local en  Arriendo,"$ 48,500,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,COMERCIAL GRUPO INMOBILIARIO MP,1 Baño390 m²,https://cdn2.infocasas.com.uy/repo/img/66fc26ba4eaf7_infocdn__gr60047120241001113136jpeg.jpeg,[]
Bodega en arriendo,"$ 28,000,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,DIAGONAL 2 S.A.S,3 Baños1000 m²,https://cdn2.infocasas.com.uy/repo/img/66f323df1ae46_infocdn__1unit&id=392-2024-08-16t21-08-04576535778jpg.jpg,[]
Oficina en  Arriendo,"$ 1,000,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,AV INMOBILIARIA,1 Baño32 m²,https://cdn2.infocasas.com.uy/repo/img/6698224b4d51b_infocdn__yv2txaf9f0i3qjpuzvisysws1mq8psnfzsruyifpjpg,[]
Local en  Arriendo,"$ 3,000,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Mi Fincaraíz,2 Baños109 m²,https://cdn2.infocasas.com.uy/repo/img/66fbf25619952_infocdn__f2abc306-e55e-4d4c-aee1-54677f818d59,[]
Local en  Arriendo,"$ 1,200,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Eugenio Suarez Sandoval SAS,2 Baños49 m²,https://cdn2.infocasas.com.uy/repo/img/66c79859140c3_infocdn__1cgfcksfxudqx9pyycunurplajqmxbr68lnnyti2jpg,[]
Local en  Arriendo,"$ 3,500,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Century 21 Total Services,1 Baño60 m²,https://cdn2.infocasas.com.uy/repo/img/6696d820e460f_infocdn__o4rd4t0hwvxeti9wo0nzhptepllf4mnh90gmsbsvjpg,[]
Oficina en arriendo,"$ 17,000,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Century 21 Habitat,16 Ambientes 10 Baños1115 m²,https://cdn2.infocasas.com.uy/repo/img/66f1c196efd8f_infocdn__65ec7e9cc8284jpg.jpg,[]
Oficina en arriendo,"$ 4,000,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Hacienda Inmobiliaria Sas,1 Ambiente 4 Baños130 m²,https://s3.amazonaws.com/imagenesprof.fincaraiz.com.co/OVFR_COL/2021/12/10/3458017_422_0.jpg,[]
Oficina en arriendo,"$ 8,500,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Ambientti Constructora Inmobiliaria,1 Ambiente 2 Baños160 m²,https://d3s5pkt10pk3ga.cloudfront.net/resizedImages/original/site/fincaraiz_service/media/listing/7bbdabe0-95f0-4862-9c5d-977a2824552a/photos/7bbdabe0-95f0-4862-9c5d-977a2824552a_1_True_32dbe99b-7539-4e54-81cc-407fa962fd15.jpg,[]
Oficina en arriendo,"$ 2,900,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Soto Pombo SAS,1 Ambiente 1 Baño35.28 m²,https://d3s5pkt10pk3ga.cloudfront.net/resizedImages/original/site/fincaraiz_service/media/listing/35059d5b-b4a1-4533-ba05-7329f98b6133/photos/35059d5b-b4a1-4533-ba05-7329f98b6133_1_True_8d84953d-b607-4019-b776-32ca0c25183d.jpeg,[]
Consultorio en arriendo,"$ 850,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,ARRIENDOYA,1 Ambiente 1 Baño14 m²,https://d3s5pkt10pk3ga.cloudfront.net/resizedImages/original/site/fincaraiz_service/media/listing/7fbf7579-b177-4da9-b071-3e5aa5d8c4a4/photos/7fbf7579-b177-4da9-b071-3e5aa5d8c4a4_23_False_9060c4de-7ea0-4a5c-8607-385461c04fe8.jpg,[]
Bodega en arriendo,"$ 34,000,200",No disponible,"Bogotá, Bogotá, d.c.",No disponible,DIAGONAL 2 S.A.S,1 Habs. 1300 m²,https://d3s5pkt10pk3ga.cloudfront.net/resizedImages/original/site/fincaraiz_service/media/listing/f7d90e6c-a524-4ba8-b556-aacaef09e887/photos/f7d90e6c-a524-4ba8-b556-aacaef09e887_1_True_63292ab3-e538-4183-82e6-8abe89e656e8.jpg,[]
Oficina en arriendo,"$ 5,500,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Century 21 Maxibienes,1 Baño74 m²,https://cdn2.infocasas.com.uy/repo/img/67055f501eb9a_infocdn__669c43dbaa93fjpg.jpg,[]
Local en arriendo,"$ 54,500,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,BIENES RAICES PROFESIONALES LTDA,1 Ambiente 612 m²,https://d3s5pkt10pk3ga.cloudfront.net/resizedImages/original/site/fincaraiz_service/media/listing/148dde60-e8e1-486b-bad9-12a3b6999d64/photos/148dde60-e8e1-486b-bad9-12a3b6999d64_1_True_67ff7d6f-9b08-444f-b429-5caa46dfd35a.jpeg,[]
Oficina en arriendo,"$ 1,200,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Junco y Asociados Inmobiliaria,1 Ambiente 47 m²,https://d3s5pkt10pk3ga.cloudfront.net/resizedImages/original/site/fincaraiz_service/media/listing/ca66b363-71a4-4626-b084-66088ffd5833/photos/ca66b363-71a4-4626-b084-66088ffd5833_0_True_34982fdf-b5e1-4192-9e3e-a55c22ada315.jpg,[]
Oficina en  Arriendo,"$ 2,500,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,NBH - Negocios Bien Hechos SAS,2 Baños152 m²,https://cdn2.infocasas.com.uy/repo/img/66ef294a26f55_infocdn__841-4-35909668jpg.jpg,[]
Oficina en arriendo,"$ 80,000,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,NOW REAL STATE SAS,1 Ambiente 8 Baños993 m²,https://d3s5pkt10pk3ga.cloudfront.net/resizedImages/original/site/fincaraiz_service/media/listing/f0ca2846-747a-45d4-b5cc-cefff7dd5914/photos/f0ca2846-747a-45d4-b5cc-cefff7dd5914_0_True_2680ee84-344d-4526-aa21-257ab770bfa4.jpg,[]
Local en  Arriendo,"$ 7,000,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Eugenio Suarez Sandoval SAS,1 Ambiente 2 Baños256 m²,https://cdn2.infocasas.com.uy/repo/img/66e9f855935b9_infocdn__fglcpyukil6pulfopn1hn9qu2fkreyvik78amuwdjpg.jpg,[]
Local en arriendo,"$ 4,200,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,ARRIENDOYA,1 Ambiente 1 Baño87 m²,https://d3s5pkt10pk3ga.cloudfront.net/resizedImages/original/site/fincaraiz_service/media/listing/f18f59cc-ee7d-4bfa-8f8c-8d4d0410d192/photos/f18f59cc-ee7d-4bfa-8f8c-8d4d0410d192_14_False_e6c1b353-245e-42f9-bd8e-a7a7edce2bbd.jpeg,[]
Oficina en  Arriendo,"$ 53,000,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Tecnologia Inmobiliaria SA,1 Ambiente 1 Baño589.6 m²,https://cdn2.infocasas.com.uy/repo/img/66eb41ac37fb0_infocdn__p9eoyfhtisx2w1vhommdpwteuixa0dwdozsopapljpg.jpg,[]
Oficina en arriendo,"$ 8,500,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,CM Inmobiliaria,1 Ambiente 107 m²,https://d3s5pkt10pk3ga.cloudfront.net/resizedImages/original/site/fincaraiz_service/media/listing/684e6f2a-11cd-4c9c-9dab-33328f8b1112/photos/684e6f2a-11cd-4c9c-9dab-33328f8b1112_1_True_1d039072-48ca-4d51-a8b1-571b20f9284d.jpg,[]
Local en arriendo,"$ 15,100,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,ENEL COLOMBIA S.A E.S.P,1 Ambiente 2 Baños456.33 m²,https://d3s5pkt10pk3ga.cloudfront.net/resizedImages/original/site/fincaraiz_service/media/listing/50cdd609-f996-4898-aa8a-d1824e3e93b2/photos/50cdd609-f996-4898-aa8a-d1824e3e93b2_1_True_ae97740f-9265-487d-a206-8170cb9cb538.jpg,[]
Bodega en  Arriendo,"$ 4,000,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Nobilis SAS,2 Baños160 m²,https://cdn2.infocasas.com.uy/repo/img/66a4215be6bf4_infocdn__sqstlqxr5ejsxyhtgk1nzfpshnckeng41elaynq7jpg,[]
Oficina en arriendo,"$ 10,000,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,INMOBILIARIA 2600 MTS S.A.S,1 Ambiente 1 Baño118 m²,https://d3s5pkt10pk3ga.cloudfront.net/resizedImages/original/site/fincaraiz_service/media/listing/55c2c1af-1eb3-4e42-b940-dec3095a4c4c/photos/55c2c1af-1eb3-4e42-b940-dec3095a4c4c_1_True_67f87673-dbe0-4728-8d0d-152d05d7e872.jpg,[]
Oficina en  Arriendo,"$ 8,449,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,jackeline,3 Ambientes 6 Baños200 m²,https://cdn2.infocasas.com.uy/repo/img/66b22dd8eccce_infocdn__bsgouifqnielxu8csty4bzvxoxnfrurnr04nnbb3jpg,[]
Oficina en arriendo,"$ 2,400,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Junco y Asociados Inmobiliaria,1 Ambiente 1 Baño90 m²,https://d3s5pkt10pk3ga.cloudfront.net/resizedImages/original/site/fincaraiz_service/media/listing/db665f4a-6089-41f3-8439-649be9d26c7a/photos/db665f4a-6089-41f3-8439-649be9d26c7a_1_False_d3327282-ad2e-4ff4-9f00-94ca42cba7c2.jpg,[]
Local en arriendo,"$ 7,500,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,CENTRAL DE ARRENDAMIENTOS,1 Ambiente 1 Baño73 m²,https://d3s5pkt10pk3ga.cloudfront.net/resizedImages/original/site/fincaraiz_service/media/listing/8f041f5c-0586-49db-93e3-c9368c611d18/photos/8f041f5c-0586-49db-93e3-c9368c611d18_1_True_cc2ee1c5-c9a0-4579-a827-64ee272e5eaa.jpeg,[]
Oficina en  Arriendo,"$ 5,500,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,INMOBILIARIA TEMPLUM S.A.S,5 Ambientes 72 m²,https://cdn2.infocasas.com.uy/repo/img/66f2faeb13cf1_infocdn__d4qvupbpapamcsq4ybkmqjc69xbtoendgpvgukxjjpg.jpg,[]
Oficina en  Arriendo,"$ 1,000,000",No disponible,"Altos del prado, Barranquilla, Atlantico",No disponible,Arguelles Inmobiliaria S.A.,1 Baño25 m²,https://cdn2.infocasas.com.uy/repo/img/66e4fd9fae6e1_infocdn__5967398a-a4a6-42e9-9efa-f9a3f5cd8510,[]
Oficina en arriendo,"$ 12,793,000",No disponible,"Zona chapinero, Bogotá, Bogotá, d.c.",No disponible,Area M2,1 Ambiente 4 Baños183 m²,https://d3s5pkt10pk3ga.cloudfront.net/resizedImages/original/site/fincaraiz_service/media/listing/cb02b8db-3141-4f6d-b97e-d8f1a0e42d1a/photos/cb02b8db-3141-4f6d-b97e-d8f1a0e42d1a_0_True_b2691451-ad94-455a-8551-9918f17526cc.jpeg,[]
Bodega en  Arriendo,"$ 36,000,000",No disponible,"Siberia, Funza, Cundinamarca",No disponible,"SIN FRONTERA, GRUPO INMOBILIARIO S.A.S",10 Baños2250 m²,https://cdn2.infocasas.com.uy/repo/img/66f6bae1c6550_infocdn__fotsqtbu78kbmx35y8dhdpsv6jezclgwhrntaxrwjpg.jpg,[]
Bodega en  Arriendo,"$ 82,725,000",No disponible,"Siberia, Cota, Cundinamarca",No disponible,BIENES CORPORATIVOS AC SAS,6 Baños3300 m²,https://cdn2.infocasas.com.uy/repo/img/668c45d493c4b_infocdn__yqrgmovnj74hugde5cvfpbx3w4nwuicgqwrfqoi1jpg,[]
Oficina en arriendo,"$ 4,126,000",No disponible,"Chico norte, Bogotá, Bogotá, d.c.",No disponible,Regus Colombia Ltda,1 Ambiente 1 Baño30 m²,https://s3.amazonaws.com/imagenesprof.fincaraiz.com.co/OVFR_COL/2023/1/6/4050312_496_0.jpg,[]
Oficina en  Arriendo,"$ 4,500,000",No disponible,"Galerias, Bogotá, Bogotá, d.c.",No disponible,L&V Inmobiliaria,8 Baños250 m²,https://cdn2.infocasas.com.uy/repo/img/667b35fa7058a_infocdn__lmnpylfgizhqb0cavtz77kgaldyamrqudj9qf3pzjpg,[]
Oficina en  Arriendo,"$ 2,300,000",No disponible,"Centro, Cajicá, Cundinamarca",No disponible,ENTRE-METROS INMOBILIARIA,1 Baño51 m²,https://cdn2.infocasas.com.uy/repo/img/6673a05a24ece_infocdn__4skhq6hubminogmin6ipcj5jud0b9k9fyj6uqnvspng,[]
Oficina en arriendo,"$ 3,465,000",No disponible,"Venecia, Bogotá, Bogotá, d.c.",No disponible,Regus Colombia Ltda,1 Ambiente 75 m²,https://d3s5pkt10pk3ga.cloudfront.net/resizedImages/original/site/fincaraiz_service/media/listing/c0bd4c47-60d3-4477-92ac-3575f2123c06/photos/c0bd4c47-60d3-4477-92ac-3575f2123c06_1_True_71b0f419-ca50-47ef-8d38-d89a3127ccbb.jpg,[]
Bodega en  Arriendo,"$ 171,118,000",No disponible,"Siberia, Cota, Cundinamarca",No disponible,"SIN FRONTERA, GRUPO INMOBILIARIO S.A.S",4 Baños6111 m²,https://cdn2.infocasas.com.uy/repo/img/66ccfbbae1dbd_infocdn__z8e8biqm8gbffiejyop7tovi53ckvuekbcontgp9jpg,[]
Bodega en  Arriendo,"$ 24,500,000",No disponible,"Paloquemao, Bogotá, Bogotá, d.c.",No disponible,INMOBILIARIA PREMIUM,3 Baños650 m²,https://cdn2.infocasas.com.uy/repo/img/6705a43e5bb53_infocdn__d3eaedc0-2a7e-4057-ae4e-4c2162f4ecb9,[]
Bodega en  Arriendo,"$ 72,000,000",No disponible,"Modelia, Bogotá, Bogotá, d.c.",No disponible,INMOBILIARIA PREMIUM,1800 m²,https://cdn2.infocasas.com.uy/repo/img/66fadde45afa0_infocdn__1031e481-37e9-44b4-b47a-8c04ff2d0b92,[]
Bodega en  Arriendo,"$ 31,000,000",No disponible,"Santa sofia, Bogotá, Bogotá, d.c.",No disponible,INMOBILIARIA PREMIUM,600 m²,https://cdn2.infocasas.com.uy/repo/img/6705a44402d96_infocdn__88331119-c7c7-4bc2-9b05-132d4e3361e5,[]
Bodega en  Arriendo,"$ 7,000,000",No disponible,"Nicolas de federman, Bogotá, Bogotá, d.c.",No disponible,INMOBILIARIA PREMIUM,4 Baños319 m²,https://cdn2.infocasas.com.uy/repo/img/66dbc24d39773_infocdn__0399906c-3468-4d1c-a57a-bb42e905b3f4,[]
Bodega en  Arriendo,"$ 7,200,000",No disponible,"Ruitoque, Piedecuesta, Santander",No disponible,Inmobiliaria Prestigio,2 Baños500 m²,https://cdn2.infocasas.com.uy/repo/img/66e9d334766af_infocdn__405708a4-1600-49ee-8f4d-a6cd7cdfb7c0,[]
Bodega en  Arriendo,"$ 9,500,000",No disponible,"Metropolis, Bogotá, Bogotá, d.c.",No disponible,INMOBILIARIA PREMIUM,4 Baños420 m²,https://cdn2.infocasas.com.uy/repo/img/6705a3bfae3ad_infocdn__6758a8e5-ee2a-4007-ba8a-2725591ef4f4,[]
Oficina en arriendo,"$ 5,079,000",No disponible,"Chapinero, Bogotá, Bogotá, d.c.",No disponible,Regus Colombia Ltda,1 Ambiente 2 Baños75 m²,https://d3s5pkt10pk3ga.cloudfront.net/resizedImages/original/site/fincaraiz_service/media/listing/8a2e675c-d916-42e6-a429-ac7028846cde/photos/8a2e675c-d916-42e6-a429-ac7028846cde_2_False_5dd6adee-db94-4619-886b-1f0375c01e76.jpg,[]
Local en  Arriendo,"$ 550,000",No disponible,"San francisco, Bucaramanga, Santander",No disponible,Galeria Inmobiliaria,15 m²,https://cdn2.infocasas.com.uy/repo/img/66edba400b79f_infocdn__e88083b5-8ef7-4696-a262-d6548e74f412,[]
Local en  Arriendo,"$ 8,500,000",No disponible,"El bosque, Floridablanca, Santander",No disponible,Gestion Urbana SA,1 Baño90 m²,https://cdn2.infocasas.com.uy/repo/img/66cde1716afb0_infocdn__bbc2zx4nw6lyon14awgy64g9bgig4wgvxgotyilpjpg,[]
Bodega en  Arriendo,"$ 121,871,000",No disponible,"La punta, Funza, Cundinamarca",No disponible,INMOBILIARIA PREMIUM,4 Baños5186 m²,https://cdn2.infocasas.com.uy/repo/img/66dbc32d2dbbd_infocdn__72076f4a-91f1-473a-893e-65b620c7ba6c,[]
